t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
58060112.0,-4.61,1.01,-9.14,-0.01,0.05,0.03,978.6,131.25,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060138.0,-4.56,0.87,-9.01,0.01,0.07,-0.02,977.7,131.1,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060164.0,-4.62,0.9,-9.04,-0.02,0.05,0.03,978.0,131.4,339.0,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060190.0,-4.61,0.94,-9.01,0.01,0.01,0.01,978.0,130.8,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060229.0,-4.58,0.99,-9.16,0.02,-0.03,-0.04,977.4,131.4,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060254.0,-4.58,0.92,-9.01,-0.02,0.03,0.04,977.85,131.25,340.5,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060281.0,-4.57,0.89,-8.95,-0.0,0.03,0.01,977.1,131.25,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060307.0,-4.57,0.9,-9.01,-0.03,0.02,0.02,978.75,131.4,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060333.0,-4.45,1.0,-9.03,-0.01,0.01,-0.0,978.75,131.1,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060359.0,-4.57,0.93,-9.05,-0.03,0.03,0.02,978.3,131.7,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060385.0,-4.55,0.92,-8.97,-0.0,-0.02,-0.06,977.55,132.75,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060411.0,-4.72,0.99,-9.06,0.01,-0.02,-0.06,978.6,132.45,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060437.0,-4.68,0.98,-9.02,-0.01,-0.0,-0.07,977.1,131.7,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
